,attribute_id,attribute_name,attribute_type,attribute_word,frequency
120,120,culture::egypt,culture,egypt,23
121,121,culture::egyptian,culture,egyptian,6542
122,122,culture::elamite,culture,elamite,32
123,123,culture::england,culture,england,3
124,124,culture::etruria,culture,etruria,40
125,125,culture::etruscan,culture,etruscan,494
126,126,culture::euboean,culture,euboean,6
127,127,culture::european,culture,european,499
128,128,culture::european bronze age,culture,european bronze age,7
129,129,culture::faliscan,culture,faliscan,4
130,130,culture::ferrara,culture,ferrara,6
131,131,culture::flemish,culture,flemish,787
132,132,culture::flemish or italian,culture,flemish or italian,4
133,133,culture::florence,culture,florence,254
134,134,culture::for american market,culture,for american market,32
135,135,culture::for british market,culture,for british market,94
136,136,culture::for continental market,culture,for continental market,19
137,137,culture::for danish market,culture,for danish market,6
138,138,culture::for european market,culture,for european market,93
139,139,culture::for french market,culture,for french market,14
140,140,culture::for iberian market,culture,for iberian market,3
141,141,culture::for portuguese market,culture,for portuguese market,29
142,142,culture::for russian market,culture,for russian market,2
143,143,culture::for swedish market,culture,for swedish market,10
144,144,culture::frankenthal,culture,frankenthal,38
145,145,culture::frankish,culture,frankish,52
146,146,culture::freiburg im breisgau,culture,freiburg im breisgau,1
147,147,culture::french,culture,french,13522
148,148,culture::french or german,culture,french or german,12
149,149,culture::french or italian,culture,french or italian,37
150,150,culture::french or swiss,culture,french or swiss,22
151,151,culture::fulda,culture,fulda,26
152,152,culture::furstenberg,culture,furstenberg,14
153,153,culture::gaul,culture,gaul,18
154,154,culture::geneva,culture,geneva,64
155,155,culture::genoa,culture,genoa,69
156,156,culture::german,culture,german,5163
157,157,culture::german or swiss,culture,german or swiss,14
158,158,culture::ghassulian,culture,ghassulian,36
159,159,culture::gnathian,culture,gnathian,7
160,160,culture::gonia,culture,gonia,3
161,161,culture::greek,culture,greek,2050
162,162,culture::greek islands,culture,greek islands,55
163,163,culture::greek or roman,culture,greek or roman,53
164,164,culture::guanacaste-nicoya,culture,guanacaste-nicoya,10
165,165,culture::gubbio,culture,gubbio,26
166,166,culture::gurkha,culture,gurkha,4
167,167,culture::haida,culture,haida,6
168,168,culture::hanau,culture,hanau,8
169,169,culture::hattian,culture,hattian,27
170,170,culture::helladic,culture,helladic,21
171,171,culture::hilt,culture,hilt,23
172,172,culture::hittite,culture,hittite,16
173,173,culture::hochst,culture,hochst,52
174,174,culture::huastec,culture,huastec,8
175,175,culture::hungarian,culture,hungarian,88
176,176,culture::hungary,culture,hungary,4
177,177,culture::huron,culture,huron,4
178,178,culture::ica,culture,ica,38
179,179,culture::inca,culture,inca,118
180,180,culture::india,culture,india,593
181,181,culture::indian or nepalese,culture,indian or nepalese,6
182,182,culture::indonesia,culture,indonesia,580
183,183,culture::inuit,culture,inuit,9
184,184,culture::iran,culture,iran,545
185,185,culture::irish,culture,irish,95
186,186,culture::isin-larsa,culture,isin-larsa,6
187,187,culture::isin-larsaold babylonian,culture,isin-larsaold babylonian,2
188,188,culture::islamic,culture,islamic,3500
189,189,culture::italian,culture,italian,10375
190,190,culture::italian or sicilian,culture,italian or sicilian,3
191,191,culture::italian or spanish,culture,italian or spanish,69
192,192,culture::italic,culture,italic,108
193,193,culture::italic-native,culture,italic-native,9
194,194,culture::japan,culture,japan,7394
195,195,culture::javanese,culture,javanese,36
196,196,culture::jouy-en-josas,culture,jouy-en-josas,44
197,197,culture::kathmandu valley,culture,kathmandu valley,7
198,198,culture::kazakhstan,culture,kazakhstan,3
199,199,culture::kholmogory,culture,kholmogory,1
200,200,culture::kievan rus',culture,kievan rus',9
201,201,culture::konigsberg,culture,konigsberg,2
202,202,culture::korea,culture,korea,269
203,203,culture::la rochelle,culture,la rochelle,3
204,204,culture::laconian,culture,laconian,116
205,205,culture::lambayeque,culture,lambayeque,30
206,206,culture::lambeth,culture,lambeth,11
207,207,culture::langobardic,culture,langobardic,5
208,208,culture::leuven,culture,leuven,15
209,209,culture::lille,culture,lille,10
210,210,culture::limoges,culture,limoges,63
211,211,culture::liverpool,culture,liverpool,5
212,212,culture::london,culture,london,838
213,213,culture::london original,culture,london original,13
214,214,culture::longton hall,culture,longton hall,4
215,215,culture::lowestoft,culture,lowestoft,8
216,216,culture::ludwigsburg,culture,ludwigsburg,21
217,217,culture::lydian,culture,lydian,114
218,218,culture::lyons,culture,lyons,62
219,219,culture::macao,culture,macao,6
220,220,culture::macaracas,culture,macaracas,10
221,221,culture::macedonian,culture,macedonian,1
222,222,culture::madrid,culture,madrid,22
223,223,culture::malayan,culture,malayan,18
224,224,culture::mali,culture,mali,7
225,225,culture::manteno,culture,manteno,10
226,226,culture::maya,culture,maya,76
227,227,culture::meissen,culture,meissen,403
228,228,culture::meissen with german,culture,meissen with german,17
229,229,culture::mennecy,culture,mennecy,21
230,230,culture::mennecy or sceaux,culture,mennecy or sceaux,1
231,231,culture::mexican,culture,mexican,595
232,232,culture::mezcala,culture,mezcala,71
233,233,culture::michoacan,culture,michoacan,4
234,234,culture::milan,culture,milan,97
235,235,culture::mimbres,culture,mimbres,7
236,236,culture::minoan,culture,minoan,281
237,237,culture::mitanni,culture,mitanni,38
238,238,culture::mixtec,culture,mixtec,14
239,239,culture::moche,culture,moche,362
240,240,culture::moche-wari,culture,moche-wari,2
241,241,culture::montelupo,culture,montelupo,7
242,242,culture::moro,culture,moro,7
243,243,culture::moroccan,culture,moroccan,10
244,244,culture::moustiers,culture,moustiers,12
245,245,culture::mughal,culture,mughal,22
246,246,culture::muisca,culture,muisca,12
247,247,culture::munich,culture,munich,21
248,248,culture::mycenaean,culture,mycenaean,63
249,249,culture::nabataean,culture,nabataean,33
250,250,culture::nailsea,culture,nailsea,3
251,251,culture::nantes,culture,nantes,35
252,252,culture::naples,culture,naples,207
253,253,culture::nasca,culture,nasca,93
254,254,culture::naxos,culture,naxos,8
255,255,culture::nayarit,culture,nayarit,19
256,256,culture::neo-sumerian,culture,neo-sumerian,48
257,257,culture::neolithic,culture,neolithic,32
258,258,culture::nepal,culture,nepal,82
259,259,culture::netherlandish,culture,netherlandish,1302
260,260,culture::neuwied am rhein,culture,neuwied am rhein,4
261,261,culture::nevers,culture,nevers,17
262,262,culture::nimes,culture,nimes,1
263,263,culture::north china,culture,north china,43
264,264,culture::north indian,culture,north indian,6
265,265,culture::north italian,culture,north italian,30
266,266,culture::north netherlandish,culture,north netherlandish,17
267,267,culture::northern european,culture,northern european,14
268,268,culture::northern india,culture,northern india,5
269,269,culture::northern italian,culture,northern italian,56
270,270,culture::northwest china,culture,northwest china,28
271,271,culture::northwest china/eastern central asia,culture,northwest china/eastern central asia,2
272,272,culture::norwegian,culture,norwegian,39
273,273,culture::nuremberg,culture,nuremberg,111
274,274,culture::nymphenburg,culture,nymphenburg,43
275,275,culture::old assyrian trading colony,culture,old assyrian trading colony,71
276,276,culture::olmec,culture,olmec,56
277,277,culture::orleans,culture,orleans,10
278,278,culture::ottonian,culture,ottonian,4
279,279,culture::padua,culture,padua,38
280,280,culture::pakistan,culture,pakistan,152
281,281,culture::palermo,culture,palermo,1
282,282,culture::paracas,culture,paracas,233
283,283,culture::paris,culture,paris,810
284,284,culture::parita,culture,parita,4
285,285,culture::parthian,culture,parthian,93
286,286,culture::parthian or sasanian,culture,parthian or sasanian,6
287,287,culture::peruvian,culture,peruvian,96
288,288,culture::pesaro,culture,pesaro,9
289,289,culture::philippine,culture,philippine,60
290,290,culture::phrygian,culture,phrygian,4
291,291,culture::piedmont,culture,piedmont,4
292,292,culture::polish,culture,polish,33
293,293,culture::populonia,culture,populonia,1
294,294,culture::portuguese,culture,portuguese,61
295,295,culture::potsdam,culture,potsdam,11
296,296,culture::praenestine,culture,praenestine,9
297,297,culture::proto-elamite,culture,proto-elamite,5
298,298,culture::provincial,culture,provincial,5
299,299,culture::ptolemaic,culture,ptolemaic,30
300,300,culture::qajar,culture,qajar,15
301,301,culture::quechua,culture,quechua,16
302,302,culture::remojadas,culture,remojadas,10
303,303,culture::rhenish,culture,rhenish,9
304,304,culture::roman,culture,roman,1881
305,305,culture::roman egyptian,culture,roman egyptian,9
306,306,culture::rome,culture,rome,157
307,307,culture::rouen,culture,rouen,81
308,308,culture::russian,culture,russian,368
309,309,culture::saint-cloud,culture,saint-cloud,40
310,310,culture::salinar,culture,salinar,10
311,311,culture::salzburg,culture,salzburg,6
312,312,culture::san sabastian,culture,san sabastian,2
313,313,culture::sasanian,culture,sasanian,467
314,314,culture::savoy,culture,savoy,6
315,315,culture::saxony,culture,saxony,37
316,316,culture::scandinavian,culture,scandinavian,90
317,317,culture::sceaux,culture,sceaux,16
318,318,culture::scottish,culture,scottish,46
319,319,culture::scythian,culture,scythian,15
320,320,culture::seleucid,culture,seleucid,27
321,321,culture::seville,culture,seville,45
322,322,culture::sevres,culture,sevres,317
323,323,culture::sheffield,culture,sheffield,52
324,324,culture::sicily,culture,sicily,39
325,325,culture::siena,culture,siena,23
326,326,culture::silesia,culture,silesia,26
327,327,culture::sinceny,culture,sinceny,4
328,328,culture::skyros,culture,skyros,1
329,329,culture::smyrna,culture,smyrna,3
330,330,culture::south german,culture,south german,13
331,331,culture::south italian,culture,south italian,293
332,332,culture::south netherlandish,culture,south netherlandish,219
333,333,culture::southall,culture,southall,7
334,334,culture::southern german,culture,southern german,81
335,335,culture::spanish,culture,spanish,1403
336,336,culture::spitalfields,culture,spitalfields,17
337,337,culture::sri lankan,culture,sri lankan,18
338,338,culture::st. petersburg,culture,st. petersburg,63
339,339,culture::staffordshire,culture,staffordshire,388
340,340,culture::stockholm,culture,stockholm,7
341,341,culture::stoke-on-trent,culture,stoke-on-trent,22
342,342,culture::strasbourg,culture,strasbourg,32
343,343,culture::sulawesi,culture,sulawesi,10
344,344,culture::sumatran,culture,sumatran,17
345,345,culture::sumerian,culture,sumerian,64
346,346,culture::surrey,culture,surrey,7
347,347,culture::swedish,culture,swedish,112
348,348,culture::swiss,culture,swiss,328
349,349,culture::syrian,culture,syrian,50
350,350,culture::tairona,culture,tairona,21
351,351,culture::tarentine,culture,tarentine,60
352,352,culture::teano,culture,teano,13
353,353,culture::teotihuacan,culture,teotihuacan,16
354,354,culture::thailand,culture,thailand,210
355,355,culture::thanjavur,culture,thanjavur,7
356,356,culture::the hague,culture,the hague,12
357,357,culture::thessaly,culture,thessaly,16
358,358,culture::thuringia,culture,thuringia,29
359,359,culture::tibet,culture,tibet,118
360,360,culture::tibetan,culture,tibetan,40
361,361,culture::tiwanaku,culture,tiwanaku,15
362,362,culture::tlatilco,culture,tlatilco,19
363,363,culture::tlingit,culture,tlingit,6
364,364,culture::tolita-tumaco,culture,tolita-tumaco,7
365,365,culture::topara,culture,topara,5
366,366,culture::tsimshian,culture,tsimshian,1
367,367,culture::turin,culture,turin,4
368,368,culture::turkish,culture,turkish,77
369,369,culture::turkish or venice,culture,turkish or venice,4416
370,370,culture::ubaid,culture,ubaid,7
371,371,culture::umbria,culture,umbria,18
372,372,culture::united states,culture,united states,3
373,373,culture::unknown,culture,unknown,66
374,374,culture::urartian,culture,urartian,22
375,375,culture::urbino,culture,urbino,44
376,376,culture::urbino with gubbio luster,culture,urbino with gubbio luster,3
377,377,culture::valencia,culture,valencia,19
378,378,culture::venice,culture,venice,523
379,379,culture::veracruz,culture,veracruz,20
380,380,culture::veraguas,culture,veraguas,21
381,381,culture::verona,culture,verona,8
382,382,culture::versailles,culture,versailles,35
383,383,culture::vienna,culture,vienna,148
384,384,culture::vietnam,culture,vietnam,59
385,385,culture::villanovan,culture,villanovan,32
386,386,culture::villeroy,culture,villeroy,11
387,387,culture::vincennes,culture,vincennes,25
388,388,culture::visigothic,culture,visigothic,6
389,389,culture::vulci,culture,vulci,2
390,390,culture::wari,culture,wari,68
391,391,culture::west slavic,culture,west slavic,6
392,392,culture::western european,culture,western european,16
393,393,culture::worcester,culture,worcester,118
394,394,culture::wurzburg,culture,wurzburg,8
395,395,culture::zenu,culture,zenu,8
396,396,culture::zoroastrian,culture,zoroastrian,1
397,397,culture::zurich,culture,zurich,29
398,398,tag::abbies,tag,abbies,22
399,399,tag::abraham,tag,abraham,48
400,400,tag::abstraction,tag,abstraction,95
401,401,tag::acanthus,tag,acanthus,41
402,402,tag::acorns,tag,acorns,22
403,403,tag::acrobats,tag,acrobats,19
404,404,tag::actors,tag,actors,676
405,405,tag::actresses,tag,actresses,1457
406,406,tag::adam,tag,adam,89
407,407,tag::admirals,tag,admirals,18
408,408,tag::adonis,tag,adonis,31
409,409,tag::adoration of the magi,tag,adoration of the magi,91
410,410,tag::adoration of the sheperds,tag,adoration of the sheperds,71
411,411,tag::air transports,tag,air transports,36
412,412,tag::alexander the great,tag,alexander the great,58
413,413,tag::altars,tag,altars,115
414,414,tag::amazons,tag,amazons,19
415,415,tag::amulets,tag,amulets,565
416,416,tag::amun,tag,amun,19
417,417,tag::ancient greek,tag,ancient greek,21
418,418,tag::angels,tag,angels,1260
419,419,tag::anger,tag,anger,28
420,420,tag::animals,tag,animals,2548
421,421,tag::anklet,tag,anklet,36
422,422,tag::annunciation,tag,annunciation,106
423,423,tag::aphrodite,tag,aphrodite,53
424,424,tag::apocalypse,tag,apocalypse,48
425,425,tag::apollo,tag,apollo,142
426,426,tag::apostles,tag,apostles,169
427,427,tag::apples,tag,apples,41
428,428,tag::arabic,tag,arabic,373
429,429,tag::archangel gabriel,tag,archangel gabriel,35
430,430,tag::arches,tag,arches,636
431,431,tag::architects,tag,architects,5
432,432,tag::architectural elements,tag,architectural elements,254
433,433,tag::architectural fragments,tag,architectural fragments,888
434,434,tag::architecture,tag,architecture,1213
435,435,tag::ariadne,tag,ariadne,19
436,436,tag::armors,tag,armors,582
437,437,tag::army,tag,army,66
438,438,tag::arrowheads,tag,arrowheads,323
439,439,tag::arrows,tag,arrows,63
440,440,tag::artemis,tag,artemis,26
441,441,tag::artists,tag,artists,35
442,442,tag::assumption of the virgin,tag,assumption of the virgin,34
443,443,tag::astronomy,tag,astronomy,14
444,444,tag::athena,tag,athena,66
445,445,tag::athletes,tag,athletes,219
446,446,tag::autumn,tag,autumn,47
447,447,tag::avalokiteshvara,tag,avalokiteshvara,58
448,448,tag::axes,tag,axes,140
449,449,tag::bacchus,tag,bacchus,86
450,450,tag::badges,tag,badges,226
451,451,tag::bagpipes,tag,bagpipes,41
452,452,tag::bakers,tag,bakers,9
453,453,tag::balconies,tag,balconies,77
454,454,tag::bamboo,tag,bamboo,114
455,455,tag::baptism of christ,tag,baptism of christ,24
456,456,tag::barns,tag,barns,21
457,457,tag::baseball,tag,baseball,81
458,458,tag::basins,tag,basins,75
459,459,tag::bathing,tag,bathing,104
460,460,tag::bathsheba,tag,bathsheba,8
461,461,tag::bats,tag,bats,76
462,462,tag::battles,tag,battles,338
463,463,tag::beaches,tag,beaches,68
464,464,tag::beads,tag,beads,859
465,465,tag::beakers,tag,beakers,357
466,466,tag::bears,tag,bears,79
467,467,tag::bedrooms,tag,bedrooms,47
468,468,tag::beds,tag,beds,111
469,469,tag::bees,tag,bees,25
470,470,tag::belts,tag,belts,41
471,471,tag::benches,tag,benches,26
472,472,tag::benjamin franklin,tag,benjamin franklin,26
473,473,tag::bes,tag,bes,43
474,474,tag::bible,tag,bible,11
475,475,tag::bicycles,tag,bicycles,34
476,476,tag::billiards,tag,billiards,9
477,477,tag::birds,tag,birds,3692
478,478,tag::bishops,tag,bishops,79
479,479,tag::boars,tag,boars,106
480,480,tag::boats,tag,boats,1414
481,481,tag::bobbins,tag,bobbins,18
482,482,tag::bodhisattva,tag,bodhisattva,221
483,483,tag::bodies of water,tag,bodies of water,1472
484,484,tag::body parts,tag,body parts,40
485,485,tag::books,tag,books,2097
486,486,tag::boots,tag,boots,72
487,487,tag::bottles,tag,bottles,1685
488,488,tag::bow and arrow,tag,bow and arrow,253
489,489,tag::bowls,tag,bowls,2045
490,490,tag::boxes,tag,boxes,254
491,491,tag::boxing,tag,boxing,16
492,492,tag::boys,tag,boys,959
493,493,tag::bracelets,tag,bracelets,298
494,494,tag::bridges,tag,bridges,564
495,495,tag::brooches,tag,brooches,186
496,496,tag::buckles,tag,buckles,131
497,497,tag::buddha,tag,buddha,302
498,498,tag::buddhism,tag,buddhism,766
499,499,tag::buddhist religious figures,tag,buddhist religious figures,28
500,500,tag::buffalos,tag,buffalos,29
501,501,tag::buildings,tag,buildings,1667
502,502,tag::buildings and structures,tag,buildings and structures,102
503,503,tag::bulls,tag,bulls,284
504,504,tag::burial grounds,tag,burial grounds,25
505,505,tag::burials,tag,burials,95
506,506,tag::butterflies,tag,butterflies,295
507,507,tag::buttons,tag,buttons,123
508,508,tag::cabinets,tag,cabinets,137
509,509,tag::calendars,tag,calendars,30
510,510,tag::camels,tag,camels,117
511,511,tag::cameos,tag,cameos,127
512,512,tag::canals,tag,canals,80
513,513,tag::candelabra,tag,candelabra,81
514,514,tag::candles,tag,candles,52
515,515,tag::candlesticks,tag,candlesticks,273
516,516,tag::cannons,tag,cannons,110
517,517,tag::capitals,tag,capitals,263
518,518,tag::carpets and rugs,tag,carpets and rugs,205
519,519,tag::carriages,tag,carriages,622
520,520,tag::cartouches,tag,cartouches,354
521,521,tag::caryatids,tag,caryatids,70
522,522,tag::castles,tag,castles,153
523,523,tag::cathedrals,tag,cathedrals,9
524,524,tag::cats,tag,cats,243
525,525,tag::cauldrons,tag,cauldrons,17
526,526,tag::caves,tag,caves,37
527,527,tag::celestial bodies,tag,celestial bodies,6
528,528,tag::censers,tag,censers,70
529,529,tag::centaurs,tag,centaurs,97
530,530,tag::ceremony,tag,ceremony,35
531,531,tag::ceres,tag,ceres,30
532,532,tag::chairs,tag,chairs,540
533,533,tag::chalices,tag,chalices,48
534,534,tag::chariots,tag,chariots,244
535,535,tag::chess,tag,chess,121
536,536,tag::chests,tag,chests,92
537,537,tag::chickens,tag,chickens,86
538,538,tag::children,tag,children,901
539,539,tag::chinese,tag,chinese,31
540,540,tag::chinoiserie,tag,chinoiserie,98
541,541,tag::christ,tag,christ,1492
542,542,tag::christian imagery,tag,christian imagery,866
543,543,tag::christianity,tag,christianity,481
544,544,tag::christmas,tag,christmas,7
545,545,tag::churches,tag,churches,327
546,546,tag::circles,tag,circles,99
547,547,tag::circus,tag,circus,27
548,548,tag::cities,tag,cities,185
549,549,tag::civil war,tag,civil war,56
550,550,tag::cleopatra,tag,cleopatra,24
551,551,tag::clocks,tag,clocks,150
552,552,tag::clothing and accessories,tag,clothing and accessories,2180
553,553,tag::clouds,tag,clouds,256
554,554,tag::coat of arms,tag,coat of arms,1390
555,555,tag::coats,tag,coats,181
556,556,tag::coffeepots,tag,coffeepots,84
557,557,tag::coffins,tag,coffins,61
558,558,tag::coins,tag,coins,329
559,559,tag::columns,tag,columns,672
560,560,tag::commodes,tag,commodes,39
561,561,tag::concerts,tag,concerts,8
562,562,tag::contemplation,tag,contemplation,45
563,563,tag::coptic,tag,coptic,216
564,564,tag::cornucopia,tag,cornucopia,62
565,565,tag::corpses,tag,corpses,67
566,566,tag::correspondence,tag,correspondence,114
567,567,tag::corsets,tag,corsets,85
568,568,tag::costumes,tag,costumes,270
569,569,tag::couches,tag,couches,50
570,570,tag::couples,tag,couples,205
571,571,tag::courtyards,tag,courtyards,46
572,572,tag::coverlets and quilts,tag,coverlets and quilts,39
573,573,tag::cows,tag,cows,332
574,574,tag::crabs,tag,crabs,47
575,575,tag::cradles,tag,cradles,16
576,576,tag::cranes,tag,cranes,135
577,577,tag::crescents,tag,crescents,57
578,578,tag::crocodiles,tag,crocodiles,54
579,579,tag::cross,tag,cross,745
580,580,tag::crowd,tag,crowd,555
581,581,tag::crucifixion,tag,crucifixion,332
582,582,tag::cuneiform,tag,cuneiform,387
583,583,tag::cupid,tag,cupid,427
584,584,tag::cups,tag,cups,1283
585,585,tag::curtains,tag,curtains,92
586,586,tag::cutlery,tag,cutlery,446
587,587,tag::daggers,tag,daggers,289
588,588,tag::daily life,tag,daily life,75
589,589,tag::daisies,tag,daisies,19
590,590,tag::dance,tag,dance,56
591,591,tag::dancers,tag,dancers,146
592,592,tag::dancing,tag,dancing,327
593,593,tag::david,tag,david,58
594,594,tag::dawn,tag,dawn,14
595,595,tag::death,tag,death,296
596,596,tag::decorative designs,tag,decorative designs,78
597,597,tag::decorative elements,tag,decorative elements,1428
598,598,tag::deer,tag,deer,480
599,599,tag::deities,tag,deities,8
600,600,tag::demons,tag,demons,124
601,601,tag::descent from the cross,tag,descent from the cross,21
602,602,tag::deserts,tag,deserts,24
603,603,tag::design elements,tag,design elements,440
604,604,tag::desks,tag,desks,52
605,605,tag::devil,tag,devil,51
606,606,tag::diadems,tag,diadems,58
607,607,tag::diamonds,tag,diamonds,240
608,608,tag::diana,tag,diana,90
609,609,tag::dice,tag,dice,27
610,610,tag::dining,tag,dining,61
611,611,tag::dionysus,tag,dionysus,63
612,612,tag::dishes,tag,dishes,1789
613,613,tag::docks,tag,docks,71
614,614,tag::doctors,tag,doctors,36
615,615,tag::documents,tag,documents,810
616,616,tag::dogs,tag,dogs,1278
617,617,tag::dolls,tag,dolls,28
618,618,tag::dolphins,tag,dolphins,69
619,619,tag::domes,tag,domes,118
620,620,tag::donkeys,tag,donkeys,170
621,621,tag::doors,tag,doors,165
622,622,tag::doorways,tag,doorways,119
623,623,tag::doves,tag,doves,51
624,624,tag::dragons,tag,dragons,613
625,625,tag::drawing,tag,drawing,24
626,626,tag::dresses,tag,dresses,1050
627,627,tag::drinking,tag,drinking,150
628,628,tag::drinking glasses,tag,drinking glasses,186
629,629,tag::drums,tag,drums,124
630,630,tag::drunkenness,tag,drunkenness,28
631,631,tag::ducks,tag,ducks,177
632,632,tag::durga,tag,durga,21
633,633,tag::eagles,tag,eagles,303
634,634,tag::earrings,tag,earrings,551
635,635,tag::easter,tag,easter,7
636,636,tag::egg and dart,tag,egg and dart,39
637,637,tag::elephants,tag,elephants,236
638,638,tag::emblems,tag,emblems,160
639,639,tag::embroidery,tag,embroidery,750
640,640,tag::emperor augustus,tag,emperor augustus,26
641,641,tag::entombment,tag,entombment,50
642,642,tag::eros,tag,eros,112
643,643,tag::esther,tag,esther,9
644,644,tag::europa,tag,europa,17
645,645,tag::eve,tag,eve,93
646,646,tag::evening,tag,evening,52
647,647,tag::ewers,tag,ewers,266
648,648,tag::eyes,tag,eyes,67
649,649,tag::facades,tag,facades,108
650,650,tag::faces,tag,faces,773
651,651,tag::factories,tag,factories,31
652,652,tag::fairies,tag,fairies,8
