id,size_length,size_width,aspect_ratio
111d2e5c65f40ca4,399,300,1.33
111d651d78a03ec7,432,300,1.44
111db8ed7f8eadc,1522,300,5.073333333
111e645e0b4f2209,368,300,1.226666667
11201ec4c649844c,300,568,0.528169014
11204585ba96df63,647,300,2.156666667
11206a675efe3cdd,300,783,0.383141762
112099499fdf6b94,300,462,0.649350649
11215ee0e6fd1b18,400,300,1.333333333
11218861cf756990,493,300,1.643333333
1122f6b53ef92637,300,360,0.833333333
1123228e1449ab8d,300,313,0.958466454
11232665d79d6fe3,300,404,0.742574257
1126d2e7b72afe1a,428,300,1.426666667
1127248d80c0eee6,300,393,0.763358779
1127ad478ae8a97b,300,375,0.8
112841833d8dad72,449,300,1.496666667
11286ddadefe0a7d,375,300,1.25
1128728be62db8a6,686,300,2.286666667
1128af03c96b86c4,360,300,1.2
112933a6c156195d,300,374,0.802139037
1129704e3cf1d375,400,300,1.333333333
112986494dda8a7a,300,330,0.909090909
1129de51de66c8bf,300,432,0.694444444
112a21ef742ee38,302,300,1.006666667
112ade298c279b53,300,500,0.6
112b1f9a5a8a01a7,300,442,0.678733032
112b5c5e6cf98b3c,300,497,0.60362173
112b9f2463fe7839,375,300,1.25
112be247c587dea7,300,462,0.649350649
112c84027cb62441,300,322,0.931677019
112cb71ab896fd3a,300,426,0.704225352
112cdf50039e3f35,300,442,0.678733032
112d0140a9c09b2c,300,346,0.867052023
112d7d29044d234f,436,300,1.453333333
112d92e7710410ce,300,417,0.71942446
112dfa1a8e34946e,373,300,1.243333333
112e0a43c96623d5,410,300,1.366666667
112f115154a0cf68,300,430,0.697674419
1130ad38861ceae1,359,300,1.196666667
113159aeb2462e19,578,300,1.926666667
1132639c44c23eb5,300,414,0.724637681
1132d332fedae532,300,381,0.787401575
1132ece7c83a0a60,300,367,0.817438692
11331165a893d57e,367,300,1.223333333
1134d79493e42a93,300,427,0.702576112
11351e9f8886a4df,300,514,0.583657588
1.13527E+15,300,381,0.787401575
1135aafb174bd344,379,300,1.263333333
11366a6def148829,300,377,0.795755968
1136d6d1398f6d1,352,300,1.173333333
1137182fbf0cdc84,421,300,1.403333333
11375466bd42592f,300,449,0.668151448
1137881408c0ea38,616,300,2.053333333
11378b29222f87b0,300,300,1
11378f2446b768fe,300,439,0.683371298
1137f7fb8647d1f1,300,319,0.940438871
11388e7bd788927,300,319,0.940438871
1138a7ecc2eb9718,333,300,1.11
1138d63b5df8f35e,300,620,0.483870968
113937077e3c122,368,300,1.226666667
11395696d851e25f,300,404,0.742574257
1139b08ac4a3ce70,300,375,0.8
1139ea243c5e706e,460,300,1.533333333
113a650ac7622d70,435,300,1.45
113a6ace6a88cf8,300,395,0.759493671
113aa3b4fe2b2760,405,300,1.35
113abe9eee6d391a,300,435,0.689655172
113bc70670479333,964,300,3.213333333
113bf5f4890fb5c2,458,300,1.526666667
113c239f09bfa27f,408,300,1.36
113c447333fb4ed5,381,300,1.27
113c5cb9f543ee9a,300,400,0.75
113cbae2a7fec8a6,1358,300,4.526666667
113d55339092990f,300,456,0.657894737
113ddfb91aadbd9b,532,300,1.773333333
113de9ecd2c376be,300,403,0.744416873
113e363684173dd5,300,440,0.681818182
113fb8795fe8febc,480,300,1.6
11403a49febce3e5,384,300,1.28
1140a2e6f87ba7,449,300,1.496666667
1141592cf29518cf,400,300,1.333333333
1141c2ab961d0bbb,300,548,0.547445255
1141fea1203078f,389,300,1.296666667
11426e48eed942c9,415,300,1.383333333
1142eb92921d2aec,300,314,0.955414013
1142fbc2165d932d,300,449,0.668151448
11441c4a345ac82d,354,300,1.18
114434bc53368373,300,300,1
11452a202c3ebc93,300,522,0.574712644
1145baf31be67dcf,410,300,1.366666667
1145fa12423fca5,428,300,1.426666667
11478c8c219e7c85,300,2250,0.133333333
1147b86f64c41408,307,300,1.023333333
1147d6155099b7f8,300,305,0.983606557
1148bd0d9fbcadaa,630,300,2.1
1148f37f5e93d589,300,404,0.742574257
1149171a1f16e056,300,372,0.806451613
114a47c94bb27f92,300,388,0.773195876
114a82338ad6fbb9,300,548,0.547445255
114ae826a52b8069,419,300,1.396666667
114c0b4461518134,300,300,1
114cf11ced1fdce7,300,400,0.75
114d0758358511db,484,300,1.613333333
114d55e6e7e69909,1014,300,3.38
114ddb051f210525,426,300,1.42
114ea12190443b08,300,475,0.631578947
114faef05d711c74,300,300,1
114fb8d604d9ed19,409,300,1.363333333
1150663eef40a25a,347,300,1.156666667
1150c4a981b7736e,300,422,0.710900474
1151a2edac7e1b38,300,374,0.802139037
1151da2c06a8b2a1,300,351,0.854700855
1151e5f601da1f8b,300,354,0.847457627
115361c72ffca757,300,547,0.548446069
1153e7edce47b7cc,375,300,1.25
115568690abe43b7,300,382,0.785340314
1156363da91051a6,300,525,0.571428571
11565ab944f12a2c,300,516,0.581395349
115661ba6f349502,429,300,1.43
11573e8869e0bac2,374,300,1.246666667
1157b305101ee822,404,300,1.346666667
115836bfcaa5ff14,300,300,1
115882dbd7b993e2,391,300,1.303333333
1158ca999f267834,300,385,0.779220779
11597cd1ef801340,375,300,1.25
1159930df9d95be2,300,436,0.688073394
1159fef6de52b337,300,429,0.699300699
115a24d07e53976,300,451,0.66518847
115a3b3e9c2fa0da,300,406,0.738916256
115ac78efe353854,300,381,0.787401575
115b1e6e5ab031bd,300,1013,0.296150049
115c783cb61fe6ea,300,521,0.575815739
115de34ec6b2316c,627,300,2.09
115e45aed039a23a,300,399,0.751879699
115fe1cd545bfbf4,420,300,1.4
1160c2640ec436d9,310,300,1.033333333
1160c924f378dcd6,399,300,1.33
116128fc92fa3ec9,680,300,2.266666667
116171579b29c723,300,830,0.361445783
1161ba7b62529385,300,402,0.746268657
1161d8564e1750f4,300,444,0.675675676
1161dbb00016aad2,342,300,1.14
1162701b66aa846c,401,300,1.336666667
11631767b74323c1,300,400,0.75
116335c2ba59a846,300,418,0.717703349
11633c7fa139ef2d,300,543,0.552486188
11636e22a45afc6b,300,396,0.757575758
1163a5455f2c4274,372,300,1.24
1163a87fe1b2730a,300,383,0.783289817
1163d917805b287c,485,300,1.616666667
11652624eef3f9f2,400,300,1.333333333
1165371a173ca318,300,492,0.609756098
1165e02531758026,300,497,0.60362173
11667bb14b179064,300,452,0.663716814
116914b8ccca23ba,404,300,1.346666667
11691a85a677bb9f,399,300,1.33
11694af4e4a4269c,300,415,0.722891566
116950eb14e617ef,300,375,0.8
11697a6044e5648e,300,389,0.771208226
116a8309df97c826,300,713,0.420757363
116d0d5240b8aa33,399,300,1.33
116ddcfbf75176f6,550,300,1.833333333
116e07f2810a5614,1169,300,3.896666667
116e92e4ffe8de4b,300,306,0.980392157
116f312b0c7cc234,435,300,1.45
116f6b38afbb3ba7,300,448,0.669642857
116f87c9b2f6da7d,522,300,1.74
117059cb175cf23a,308,300,1.026666667
1170e1d40039b634,541,300,1.803333333
1171b15ad68ca969,393,300,1.31
1171c9d3941f67b7,358,300,1.193333333
1171e431092702df,533,300,1.776666667
117293e5f8a0c84b,300,1687,0.177830468
11738dd7612aac21,416,300,1.386666667
1173b69decedbd45,300,438,0.684931507
1173c91decc910e7,387,300,1.29
1173ef23f9469144,300,545,0.550458716
11741a94857f987e,511,300,1.703333333
117545084acb55f9,310,300,1.033333333
11756757cd082be,340,300,1.133333333
1175988bf0821fb,300,401,0.748129676
1176daccece09b49,300,383,0.783289817
1177247433b5b64f,316,300,1.053333333
11783eefe40b075f,300,586,0.511945392
1178c36f22819170,300,301,0.996677741
11798c3539f2eef3,333,300,1.11
1179c58f3f8d49b0,300,367,0.817438692
1179f6a3426bfd3e,300,400,0.75
117adfcc804ba9f5,424,300,1.413333333
117b0e2c3c5b81a4,300,425,0.705882353
117b2e0b1c4cb91c,400,300,1.333333333
117b5f37c49b22d9,300,380,0.789473684
117b6540b3d81c22,300,375,0.8
117c562c840692bb,378,300,1.26
117cacb2120c6406,419,300,1.396666667
117cba55d8a43548,311,300,1.036666667
117ecc07e6036552,300,365,0.821917808
117ee773d6ae9f2e,300,300,1
117ff0232f1bcb9c,300,640,0.46875
11803086bf43830e,300,449,0.668151448
11809817b42f476b,300,300,1
1180ce174d0ac2a0,300,385,0.779220779
11832a3d4429b603,300,320,0.9375
1183634a60eba78c,391,300,1.303333333
1183bf39967cc5eb,300,663,0.452488688
1183c32231a1f8ed,300,382,0.785340314
11840179a9cdf2c4,300,390,0.769230769
11847e1da395c42e,300,375,0.8
11849d839d6daa26,375,300,1.25
11849f7de07ea000,406,300,1.353333333
118504f6c870acdb,300,303,0.99009901
