,attribute_id,attribute_name,attribute_type,attribute_word,frequency
666,666,tag::fireplaces,tag,fireplaces,123
18,18,culture::apulian,culture,apulian,121
535,535,tag::chess,tag,chess,121
669,669,tag::fishing,tag,fishing,120
708,708,tag::griffins,tag,griffins,120
999,999,tag::squares,tag,squares,120
1068,1068,tag::villages,tag,villages,120
35,35,culture::bactria-margiana archaeological complex,culture,bactria-margiana archaeological complex,119
622,622,tag::doorways,tag,doorways,119
749,749,tag::jackets,tag,jackets,119
948,948,tag::saint peter,tag,saint peter,119
179,179,culture::inca,culture,inca,118
359,359,culture::tibet,culture,tibet,118
393,393,culture::worcester,culture,worcester,118
619,619,tag::domes,tag,domes,118
510,510,tag::camels,tag,camels,117
204,204,culture::laconian,culture,laconian,116
413,413,tag::altars,tag,altars,115
654,654,tag::family,tag,family,115
217,217,culture::lydian,culture,lydian,114
454,454,tag::bamboo,tag,bamboo,114
566,566,tag::correspondence,tag,correspondence,114
709,709,tag::grotesques,tag,grotesques,114
1083,1083,tag::waves,tag,waves,114
794,794,tag::lovers,tag,lovers,113
947,947,tag::saint paul,tag,saint paul,113
1071,1071,tag::violins,tag,violins,113
347,347,culture::swedish,culture,swedish,112
642,642,tag::eros,tag,eros,112
750,750,tag::jainism,tag,jainism,112
273,273,culture::nuremberg,culture,nuremberg,111
468,468,tag::beds,tag,beds,111
681,681,tag::frogs,tag,frogs,111
808,808,tag::mary magdalene,tag,mary magdalene,111
516,516,tag::cannons,tag,cannons,110
907,907,tag::purses,tag,purses,110
1065,1065,tag::vestments,tag,vestments,110
192,192,culture::italic,culture,italic,108
649,649,tag::facades,tag,facades,108
882,882,tag::pilasters,tag,pilasters,107
55,55,culture::brussels,culture,brussels,106
422,422,tag::annunciation,tag,annunciation,106
479,479,tag::boars,tag,boars,106
861,861,tag::painting,tag,painting,106
459,459,tag::bathing,tag,bathing,104
685,685,tag::furniture,tag,furniture,104
1018,1018,tag::swans,tag,swans,104
662,662,tag::feet,tag,feet,103
755,755,tag::jockeys,tag,jockeys,103
771,771,tag::lakes,tag,lakes,103
502,502,tag::buildings and structures,tag,buildings and structures,102
1,1,culture::achaemenid,culture,achaemenid,100
1066,1066,tag::vests,tag,vests,100
546,546,tag::circles,tag,circles,99
674,674,tag::food,tag,food,99
540,540,tag::chinoiserie,tag,chinoiserie,98
1024,1024,tag::taoism,tag,taoism,98
234,234,culture::milan,culture,milan,97
529,529,tag::centaurs,tag,centaurs,97
823,823,tag::monks,tag,monks,97
960,960,tag::scrolls,tag,scrolls,97
966,966,tag::self-portraits,tag,self-portraits,97
967,967,tag::serpents,tag,serpents,97
287,287,culture::peruvian,culture,peruvian,96
939,939,tag::saint jerome,tag,saint jerome,96
959,959,tag::screens,tag,screens,96
995,995,tag::spectators,tag,spectators,96
185,185,culture::irish,culture,irish,95
400,400,tag::abstraction,tag,abstraction,95
505,505,tag::burials,tag,burials,95
1025,1025,tag::tapestries,tag,tapestries,95
1051,1051,tag::trumpets,tag,trumpets,95
135,135,culture::for british market,culture,for british market,94
860,860,tag::owls,tag,owls,94
866,866,tag::parks,tag,parks,94
921,921,tag::riding,tag,riding,94
138,138,culture::for european market,culture,for european market,93
253,253,culture::nasca,culture,nasca,93
285,285,culture::parthian,culture,parthian,93
645,645,tag::eve,tag,eve,93
693,693,tag::generals,tag,generals,93
536,536,tag::chests,tag,chests,92
585,585,tag::curtains,tag,curtains,92
898,898,tag::princes,tag,princes,92
1080,1080,tag::watches,tag,watches,92
409,409,tag::adoration of the magi,tag,adoration of the magi,91
763,763,tag::keys,tag,keys,91
316,316,culture::scandinavian,culture,scandinavian,90
608,608,tag::diana,tag,diana,90
664,664,tag::fire,tag,fire,90
406,406,tag::adam,tag,adam,89
175,175,culture::hungarian,culture,hungarian,88
679,679,tag::foxes,tag,foxes,88
761,761,tag::jupiter,tag,jupiter,88
850,850,tag::obelisks,tag,obelisks,88
653,653,tag::falcons,tag,falcons,87
661,661,tag::feathers,tag,feathers,87
941,941,tag::saint john the evangelist,tag,saint john the evangelist,87
449,449,tag::bacchus,tag,bacchus,86
537,537,tag::chickens,tag,chickens,86
838,838,tag::nativity,tag,nativity,86
567,567,tag::corsets,tag,corsets,85
714,714,tag::harps,tag,harps,85
1055,1055,tag::turtles,tag,turtles,85
1101,1101,tag::zigzag pattern,tag,zigzag pattern,85
556,556,tag::coffeepots,tag,coffeepots,84
1015,1015,tag::sun,tag,sun,83
43,43,culture::birmingham,culture,birmingham,82
258,258,culture::nepal,culture,nepal,82
307,307,culture::rouen,culture,rouen,81
334,334,culture::southern german,culture,southern german,81
457,457,tag::baseball,tag,baseball,81
513,513,tag::candelabra,tag,candelabra,81
936,936,tag::saint catherine,tag,saint catherine,81
1010,1010,tag::stripes,tag,stripes,81
105,105,culture::delft,culture,delft,80
512,512,tag::canals,tag,canals,80
874,874,tag::peonies,tag,peonies,80
885,885,tag::pitchers,tag,pitchers,80
466,466,tag::bears,tag,bears,79
478,478,tag::bishops,tag,bishops,79
804,804,tag::maps,tag,maps,79
836,836,tag::mythology,tag,mythology,79
867,867,tag::parrots,tag,parrots,79
942,942,tag::saint joseph,tag,saint joseph,79
1036,1036,tag::theatre,tag,theatre,79
596,596,tag::decorative designs,tag,decorative designs,78
846,846,tag::night,tag,night,78
1077,1077,tag::walking,tag,walking,78
368,368,culture::turkish,culture,turkish,77
453,453,tag::balconies,tag,balconies,77
875,875,tag::percussion instruments,tag,percussion instruments,77
920,920,tag::reliquaries,tag,reliquaries,77
226,226,culture::maya,culture,maya,76
461,461,tag::bats,tag,bats,76
815,815,tag::mercury,tag,mercury,76
458,458,tag::basins,tag,basins,75
588,588,tag::daily life,tag,daily life,75
60,60,culture::cambodia,culture,cambodia,74
824,824,tag::monsters,tag,monsters,74
702,702,tag::goblets,tag,goblets,73
32,32,culture::aztec,culture,aztec,72
65,65,culture::catalan,culture,catalan,72
102,102,culture::danish,culture,danish,72
486,486,tag::boots,tag,boots,72
1091,1091,tag::winter,tag,winter,72
61,61,culture::campanian,culture,campanian,71
232,232,culture::mezcala,culture,mezcala,71
275,275,culture::old assyrian trading colony,culture,old assyrian trading colony,71
410,410,tag::adoration of the sheperds,tag,adoration of the sheperds,71
613,613,tag::docks,tag,docks,71
521,521,tag::caryatids,tag,caryatids,70
528,528,tag::censers,tag,censers,70
816,816,tag::mice,tag,mice,70
155,155,culture::genoa,culture,genoa,69
191,191,culture::italian or spanish,culture,italian or spanish,69
618,618,tag::dolphins,tag,dolphins,69
735,735,tag::horus,tag,horus,69
842,842,tag::neptune,tag,neptune,69
390,390,culture::wari,culture,wari,68
463,463,tag::beaches,tag,beaches,68
700,700,tag::gloves,tag,gloves,68
1007,1007,tag::strapwork,tag,strapwork,68
1013,1013,tag::suits,tag,suits,68
565,565,tag::corpses,tag,corpses,67
648,648,tag::eyes,tag,eyes,67
795,795,tag::lutes,tag,lutes,67
879,879,tag::pianos,tag,pianos,67
965,965,tag::seating furniture,tag,seating furniture,67
1003,1003,tag::still life,tag,still life,67
373,373,culture::unknown,culture,unknown,66
437,437,tag::army,tag,army,66
444,444,tag::athena,tag,athena,66
710,710,tag::guitars,tag,guitars,66
881,881,tag::pigs,tag,pigs,66
905,905,tag::psyche,tag,psyche,66
906,906,tag::punishment,tag,punishment,66
1041,1041,tag::towns,tag,towns,66
1053,1053,tag::tunics,tag,tunics,66
964,964,tag::seascapes,tag,seascapes,65
968,968,tag::servants,tag,servants,65
154,154,culture::geneva,culture,geneva,64
345,345,culture::sumerian,culture,sumerian,64
769,769,tag::ladders,tag,ladders,64
895,895,tag::popes,tag,popes,64
914,914,tag::rain,tag,rain,64
1027,1027,tag::tea caddy,tag,tea caddy,64
210,210,culture::limoges,culture,limoges,63
248,248,culture::mycenaean,culture,mycenaean,63
338,338,culture::st. petersburg,culture,st. petersburg,63
439,439,tag::arrows,tag,arrows,63
611,611,tag::dionysus,tag,dionysus,63
696,696,tag::george washington,tag,george washington,63
218,218,culture::lyons,culture,lyons,62
564,564,tag::cornucopia,tag,cornucopia,62
827,827,tag::moses,tag,moses,62
1088,1088,tag::windmills,tag,windmills,62
1095,1095,tag::worshiping,tag,worshiping,62
96,96,culture::crete,culture,crete,61
294,294,culture::portuguese,culture,portuguese,61
557,557,tag::coffins,tag,coffins,61
610,610,tag::dining,tag,dining,61
956,956,tag::scarves,tag,scarves,61
113,113,culture::east greek,culture,east greek,60
289,289,culture::philippine,culture,philippine,60
351,351,culture::tarentine,culture,tarentine,60
767,767,tag::krishna,tag,krishna,60
986,986,tag::sky,tag,sky,60
91,91,culture::corinthian,culture,corinthian,59
384,384,culture::vietnam,culture,vietnam,59
699,699,tag::globes,tag,globes,59
862,862,tag::paisley,tag,paisley,59
891,891,tag::poets,tag,poets,59
1002,1002,tag::stars,tag,stars,59
1047,1047,tag::triangles,tag,triangles,59
114,114,culture::east greek/sardis,culture,east greek/sardis,58
412,412,tag::alexander the great,tag,alexander the great,58
447,447,tag::avalokiteshvara,tag,avalokiteshvara,58
593,593,tag::david,tag,david,58
606,606,tag::diadems,tag,diadems,58
657,657,tag::farms,tag,farms,58
899,899,tag::princesses,tag,princesses,58
901,901,tag::prisoners,tag,prisoners,58
577,577,tag::crescents,tag,crescents,57
667,667,tag::fireworks,tag,fireworks,57
723,723,tag::hexagons,tag,hexagons,57
793,793,tag::love,tag,love,57
1044,1044,tag::transportation,tag,transportation,57
1050,1050,tag::trophies,tag,trophies,57
269,269,culture::northern italian,culture,northern italian,56
276,276,culture::olmec,culture,olmec,56
549,549,tag::civil war,tag,civil war,56
590,590,tag::dance,tag,dance,56
807,807,tag::mars,tag,mars,56
817,817,tag::military,tag,military,56
913,913,tag::railways,tag,railways,56
162,162,culture::greek islands,culture,greek islands,55
706,706,tag::greek deities,tag,greek deities,55
1005,1005,tag::storage furniture,tag,storage furniture,55
1054,1054,tag::tureens,tag,tureens,55
578,578,tag::crocodiles,tag,crocodiles,54
937,937,tag::saint francis,tag,saint francis,54
163,163,culture::greek or roman,culture,greek or roman,53
423,423,tag::aphrodite,tag,aphrodite,53
677,677,tag::fortification,tag,fortification,53
806,806,tag::markets,tag,markets,53
1073,1073,tag::vishnu,tag,vishnu,53
145,145,culture::frankish,culture,frankish,52
173,173,culture::hochst,culture,hochst,52
323,323,culture::sheffield,culture,sheffield,52
514,514,tag::candles,tag,candles,52
604,604,tag::desks,tag,desks,52
646,646,tag::evening,tag,evening,52
911,911,tag::qur'an,tag,qur'an,52
1004,1004,tag::stools,tag,stools,52
1078,1078,tag::wars,tag,wars,52
605,605,tag::devil,tag,devil,51
623,623,tag::doves,tag,doves,51
660,660,tag::fear,tag,fear,51
828,828,tag::mosques,tag,mosques,51
878,878,tag::pheasants,tag,pheasants,51
934,934,tag::saint anne,tag,saint anne,51
976,976,tag::shirts,tag,shirts,51
977,977,tag::shiva,tag,shiva,51
42,42,culture::berlin,culture,berlin,50
349,349,culture::syrian,culture,syrian,50
569,569,tag::couches,tag,couches,50
641,641,tag::entombment,tag,entombment,50
748,748,tag::isis,tag,isis,50
1006,1006,tag::storms,tag,storms,50
712,712,tag::hammers,tag,hammers,49
772,772,tag::lambs,tag,lambs,49
868,868,tag::party,tag,party,49
1057,1057,tag::uniforms,tag,uniforms,49
40,40,culture::beauvais,culture,beauvais,48
256,256,culture::neo-sumerian,culture,neo-sumerian,48
399,399,tag::abraham,tag,abraham,48
424,424,tag::apocalypse,tag,apocalypse,48
533,533,tag::chalices,tag,chalices,48
673,673,tag::fluting,tag,fluting,48
797,797,tag::maenads,tag,maenads,48
951,951,tag::sarcophagus,tag,sarcophagus,48
1043,1043,tag::trains,tag,trains,48
1063,1063,tag::vegetables,tag,vegetables,48
1086,1086,tag::wells,tag,wells,48
446,446,tag::autumn,tag,autumn,47
467,467,tag::bedrooms,tag,bedrooms,47
574,574,tag::crabs,tag,crabs,47
711,711,tag::hair,tag,hair,47
760,760,tag::juno,tag,juno,47
820,820,tag::minerva,tag,minerva,47
318,318,culture::scottish,culture,scottish,46
571,571,tag::courtyards,tag,courtyards,46
778,778,tag::last supper,tag,last supper,46
782,782,tag::leopards,tag,leopards,46
876,876,tag::performance,tag,performance,46
110,110,culture::dublin,culture,dublin,45
321,321,culture::seville,culture,seville,45
562,562,tag::contemplation,tag,contemplation,45
831,831,tag::muses,tag,muses,45
865,865,tag::pants,tag,pants,45
998,998,tag::spring,tag,spring,45
1049,1049,tag::triton,tag,triton,45
86,86,culture::colima,culture,colima,44
196,196,culture::jouy-en-josas,culture,jouy-en-josas,44
375,375,culture::urbino,culture,urbino,44
683,683,tag::funerals,tag,funerals,44
757,757,tag::judith,tag,judith,44
69,69,culture::central asia,culture,central asia,43
95,95,culture::cretan,culture,cretan,43
263,263,culture::north china,culture,north china,43
274,274,culture::nymphenburg,culture,nymphenburg,43
473,473,tag::bes,tag,bes,43
770,770,tag::ladles,tag,ladles,43
902,902,tag::prisons,tag,prisons,42
1026,1026,tag::taweret,tag,taweret,42
24,24,culture::atlantic watershed,culture,atlantic watershed,41
107,107,culture::deruta,culture,deruta,41
401,401,tag::acanthus,tag,acanthus,41
427,427,tag::apples,tag,apples,41
451,451,tag::bagpipes,tag,bagpipes,41
470,470,tag::belts,tag,belts,41
938,938,tag::saint george,tag,saint george,41
969,969,tag::shakespeare,tag,shakespeare,41
124,124,culture::etruria,culture,etruria,40
309,309,culture::saint-cloud,culture,saint-cloud,40
360,360,culture::tibetan,culture,tibetan,40
484,484,tag::body parts,tag,body parts,40
773,773,tag::lamentation,tag,lamentation,40
818,818,tag::military clothing,tag,military clothing,40
1074,1074,tag::volcanoes,tag,volcanoes,40
272,272,culture::norwegian,culture,norwegian,39
324,324,culture::sicily,culture,sicily,39
560,560,tag::commodes,tag,commodes,39
572,572,tag::coverlets and quilts,tag,coverlets and quilts,39
636,636,tag::egg and dart,tag,egg and dart,39
945,945,tag::saint matthew,tag,saint matthew,39
144,144,culture::frankenthal,culture,frankenthal,38
178,178,culture::ica,culture,ica,38
237,237,culture::mitanni,culture,mitanni,38
279,279,culture::padua,culture,padua,38
686,686,tag::gadrooning,tag,gadrooning,38
775,775,tag::landforms,tag,landforms,38
946,946,tag::saint michael,tag,saint michael,38
1000,1000,tag::squirrels,tag,squirrels,38
149,149,culture::french or italian,culture,french or italian,37
315,315,culture::saxony,culture,saxony,37
